long_name,value_eur,club_name
Tyron Ivanof,300000.0,Kortrijk
Ruben Geeraerts,300000.0,Antwerp
Aldom Jean Deuro,300000.0,Cercle Brugge
Logan Ndenbe,300000.0,KV Oostende
Giulian Biancone,300000.0,Cercle Brugge
Sofiane Bouzian Hassan,275000.0,Mechelen
Abdul Manaf Nurudeen,220000.0,AS Eupen
Jean Marco Toualy Dié,275000.0,Kortrijk
Gaël Jean-Pierre Kakudji,240000.0,Antwerp
Charles Vanhoutte,275000.0,Cercle Brugge
Clément Libertiaux,190000.0,Royal Excel Mouscron
Alioune Camara,210000.0,Kortrijk
Mathéo Vroman,250000.0,Royal Excel Mouscron
Ken Nkuba Tshiend,250000.0,Sporting Charleroi
Tibo Herbots,220000.0,Sint-Truiden
Malick Keita,250000.0,Sporting Charleroi
Lars Coveliers,250000.0,Mechelen
Olivier Deman,275000.0,Cercle Brugge
Brent Gabriël,180000.0,Waasland-Beveren
Nelson Felix Balongo Lissondja Vha,220000.0,Sint-Truiden
Alec Van Hoorenbeeck,200000.0,Mechelen
Stan Van Dessel,190000.0,Sint-Truiden
Jarno De Smet,140000.0,Kortrijk
Jannes Van Hecke,180000.0,Zulte-Waregem
Delio Palmieri,180000.0,Royal Excel Mouscron
Mohamed Zeroual,160000.0,Mechelen
Gaétan Carina Alexander Bosiers,160000.0,Mechelen
Arno Van Keilegom,150000.0,Mechelen
Mathieu Troonbeeckx,140000.0,Sint-Truiden
Maxime Kali Wenssens,150000.0,Sint-Truiden
Maxime De Bie,150000.0,Mechelen
Arno Valkenaers,140000.0,Mechelen
Dopanga Loockman Trova Boni,160000.0,Mechelen
Davino Liessens,130000.0,Waasland-Beveren
Alexandre Ippolito,140000.0,Royal Excel Mouscron
Eric Asomani,150000.0,Waasland-Beveren
Maxim Deman,100000.0,Kortrijk
Siebren Lathouwers,110000.0,Sint-Truiden
Joachim Imbrechts,80000.0,Sporting Charleroi
Jordy Schelfhout,90000.0,KV Oostende
Ruud Willem Vormer,11500000.0,Club Brugge
Marvelous Nakamba,12000000.0,Club Brugge
Hans Vanaken,13000000.0,Club Brugge
Serigne Modou Kara Mbodji,9500000.0,Anderlecht
Adrien Trebel,11500000.0,Anderlecht
Mehdi Carcela-González,10000000.0,Standard Liège
Lovre Kalinić,7500000.0,Gent
Francisco Guillermo Ochoa Magaña,5000000.0,Standard Liège
Vadis Odjidja-Ofoe,8500000.0,Gent
Leandro Trossard,10500000.0,Genk
Anthony Limbombe Ekango,10000000.0,Club Brugge
Brandon Mechele,8500000.0,Club Brugge
Ruslan Malinovskyi,10000000.0,Genk
Alejandro Pozuelo Melero,9500000.0,Genk
Ivan Santini,7500000.0,Anderlecht
Sander Gard Bolin Berge,10500000.0,Genk
Wesley Moraes Ferreira da Silva,10000000.0,Club Brugge
Răzvan Gabriel Marin,9000000.0,Standard Liège
Théo Bongonda Mbul'Ofeko Batombo,9000000.0,Zulte-Waregem
Christian Luyindama Nekadio,8000000.0,Standard Liège
Stefano Denswil,7000000.0,Club Brugge
Maxime Kristof Lestienne,8000000.0,Standard Liège
Ognjen Vranješ,6000000.0,Anderlecht
Nicolas Lombaerts,2700000.0,KV Oostende
Sven Kums,6000000.0,Anderlecht
Abdoulay Diaby,7000000.0,Club Brugge
Joseph Aidoo,7000000.0,Genk
Birger Danny Verstraete,6500000.0,Gent
Konstantinos Laifis,6000000.0,Standard Liège
Paul-José M'Poku Ebunge,6500000.0,Standard Liège
Brecht Dejaegere,6500000.0,Gent
森岡 弘良太,6500000.0,Anderlecht
Nana Akwasi Asare,3700000.0,Gent
Hamdi Harbaoui,3500000.0,Zulte-Waregem
Benoît Guy Jean Poulain,4200000.0,Club Brugge
Emmanuel Bonaventure Dennis,7000000.0,Club Brugge
Arnaut Danjuma Adam Groeneveld,6000000.0,Club Brugge
Uche Henry Agbo,4800000.0,Standard Liège
Dion Johan Cools,5500000.0,Club Brugge
Dylan Daniel Mahmoud Bronn,4800000.0,Gent
Antonio Milić,4700000.0,Anderlecht
Thomas Foket,4500000.0,Gent
Cristian Benavente Bristol,5500000.0,Sporting Charleroi
Pieter Gerkens,5500000.0,Anderlecht
Matej Mitrović,4500000.0,Club Brugge
Andy Aryel Najar Rodríguez,4300000.0,Anderlecht
久保 裕也,5500000.0,Gent
Mbwana Ally Samatta,5000000.0,Genk
Kenneth Saief,5000000.0,Anderlecht
Gojko Cimirot,4900000.0,Standard Liège
Renato Neto Cardoso Porto,4800000.0,Gent
Kaveh Rezaei,4900000.0,Sporting Charleroi
Nicolas Penneteau,275000.0,Sporting Charleroi
Danijel Milićević,3100000.0,AS Eupen
Jelle Vossen,4000000.0,Club Brugge
Daniel Vuković,2000000.0,Genk
Teddy Étienne Chevalier,3500000.0,Kortrijk
Orlando Carlos Braga de Sá,3900000.0,Standard Liège
Daniel Tawiah Opare,3300000.0,Antwerp
Ivan Obradović,3000000.0,Anderlecht
Knowledge Musona,4100000.0,Anderlecht
Ibrahima Khaliloulah Seck,3200000.0,Genk
Landry Nany Dimata,5000000.0,Anderlecht
Samuel Christopher Bastien,4700000.0,Standard Liège
Siebe Schrijvers,4600000.0,Club Brugge
Thomas Didillon,3400000.0,Anderlecht
Omar Nicolás Govea García,3900000.0,Antwerp
Karlo Letica,3400000.0,Club Brugge
Roman Yaremchuk,4300000.0,Gent
Anderson Esiti,3500000.0,Gent
Ivo Tiago dos Santos Rodrigues,4200000.0,Antwerp
Mats Rits,4000000.0,Club Brugge
Hendrik Van Crombrugge,2900000.0,AS Eupen
Davy Roef,2900000.0,Waasland-Beveren
Josué Humberto Gonçalves Leal Sá,3300000.0,Anderlecht
Thomas Kaminski,2800000.0,Kortrijk
Clinton Mukoni Mata Pedro Lourenço,3200000.0,Club Brugge
Dorian Dessoleil,3300000.0,Sporting Charleroi
Nikolaos Karelis,3900000.0,Genk
Saulo Igor Decarli,3200000.0,Club Brugge
Jakov Filipović,3300000.0,Sporting Lokeren
Sébastien Dewaest,3000000.0,Genk
Renaud Emond,3800000.0,Standard Liège
Hicham Faik,3700000.0,Zulte-Waregem
Yevhen Makarenko,3000000.0,Anderlecht
Sinan Bolat,2400000.0,Antwerp
Žarko Tomašević,2800000.0,KV Oostende
Dennis Appiah,3000000.0,Anderlecht
Miloš Kosanović,2800000.0,Standard Liège
Franko Andrijašević,3600000.0,Gent
Sammy Andre Bossut,1800000.0,Zulte-Waregem
Vladimir Gabulov,1300000.0,Club Brugge
Jérémy Louis Perbet,2000000.0,Sporting Charleroi
Lior Refaelov,2400000.0,Club Brugge
Timothy Derijck,2100000.0,Zulte-Waregem
Nill De Pauw,3100000.0,Zulte-Waregem
Lukáš Mareček,3100000.0,Sporting Lokeren
Duje Čop,3200000.0,Standard Liège
Francisco Javier Martos Espigares,950000.0,Sporting Charleroi
Dieumerci Ndongala,3300000.0,Genk
Giorgi Chakvetadze,4900000.0,Gent
Krépin Diatta,4400000.0,Club Brugge
Marco Ilaimaharitra,2800000.0,Sporting Charleroi
Paul Nardi,2300000.0,Cercle Brugge
Giorgi Kvilitaia,3200000.0,Gent
Zinho Gano,3100000.0,Genk
Carlos Vinícius Santos de Jesús,3100000.0,Standard Liège
José Francisco Cevallos Enríquez,3100000.0,Sporting Lokeren
Aleksandar Bjelica,2600000.0,KV Oostende
Mamadou Sylla Diallo,3100000.0,Zulte-Waregem
Colin Coosemans,2100000.0,Gent
Hannes Van Der Bruggen,2900000.0,Kortrijk
Collins Ngoran Suiru Fai,2400000.0,Standard Liège
Geoffry Hairemans,2900000.0,Antwerp
Fernando Canesín Matos,2900000.0,KV Oostende
Igor Plastun,2300000.0,Gent
Jelle Van Damme,675000.0,Antwerp
Frank Boeckx,1400000.0,Anderlecht
Thomas Buffel,650000.0,Zulte-Waregem
Faris Dominguere Jenny Haroun,1800000.0,Antwerp
Rémy Riou,1500000.0,Sporting Charleroi
Damien Marcq,1800000.0,Zulte-Waregem
Ilombé Mboyo,2100000.0,Kortrijk
Amara Baby,2300000.0,Sporting Charleroi
Jorge Filipe Avelino Teixeira,1600000.0,Sint-Truiden
William Owusu Acheampong,2400000.0,Antwerp
Luis Pedro Cavanda,2000000.0,Standard Liège
Xavier Mercier,2400000.0,Cercle Brugge
Eric Ocansey,3100000.0,AS Eupen
Joseph Martin Paintsil,3100000.0,Genk
Arnaud Lusamba,2700000.0,Cercle Brugge
Richairo Živković,2700000.0,KV Oostende
Alexis François De Sart,2600000.0,Sint-Truiden
Marcus Ingvartsen,2500000.0,Genk
Ethan Shea Horvath,1800000.0,Club Brugge
Nana Opoku Ampomah,2500000.0,Waasland-Beveren
Buduka Dylan Batubinsika,2100000.0,Antwerp
Zakaria Bakkali,2400000.0,Anderlecht
Gaëtan Hendrickx,2100000.0,Sporting Charleroi
植田 直通,2100000.0,Cercle Brugge
Sandy Walsh,2000000.0,Zulte-Waregem
Jere Juhani Uronen,2000000.0,Genk
Sigurd Rosted,2000000.0,Gent
Jonathan Bolingi Mpangi Merikani,2400000.0,Antwerp
Morteza Pouraliganji,1800000.0,AS Eupen
遠藤 航,1900000.0,Sint-Truiden
Matheus Borges Domingues,1800000.0,Antwerp
Abdul Jeleel Ajagun,2200000.0,Kortrijk
Christophe Diandy,1700000.0,Sporting Charleroi
Roman Bezus,2000000.0,Sint-Truiden
William Dutoit,1400000.0,KV Oostende
Luis García Fernández,450000.0,AS Eupen
Jean-François Gillet,120000.0,Standard Liège
Killian Overmeire,1000000.0,Sporting Lokeren
Davy De fauw,200000.0,Zulte-Waregem
Steven De Petter,1000000.0,Sint-Truiden
Jonathan Fernand Jean Legear,1600000.0,Sint-Truiden
Sébastien Pocognoli,1300000.0,Standard Liège
Steve Danny Marc De Ridder,1600000.0,Sporting Lokeren
Brecht Capon,1300000.0,KV Oostende
Jérémy Taravel,1200000.0,Cercle Brugge
Gary Christofer Kagelmacher Pérez,1300000.0,Kortrijk
Sambou Yatabaré,1700000.0,Antwerp
Julian Schauerte,1300000.0,AS Eupen
Kévin Vandendriessche,1800000.0,KV Oostende
Elohim Rolland,1400000.0,Kortrijk
Ramin Rezaeian,1400000.0,KV Oostende
Taiwo Michael Awoniyi,1800000.0,Gent
Jhon Janer Lucumí Bonilla,1600000.0,Genk
Elias Cobbaut,1500000.0,Anderlecht
Ortwin De Wolf,1300000.0,Sporting Lokeren
Joakim Mæhle Pedersen,1400000.0,Genk
Jordi Vanlerberghe,1300000.0,KV Oostende
Jean-Luc Mamadou Diarra Dompé,1500000.0,Gent
Cheick Keita,1200000.0,AS Eupen
Aristote Nkaka Bazunga,1300000.0,KV Oostende
Mohamed Buya Turay,1500000.0,Sint-Truiden
Núrio Domingos Matias Fortuna,1200000.0,Sporting Charleroi
Chris Vianney Bedia,1500000.0,Zulte-Waregem
Joher Khadim Rassoul,1200000.0,Sporting Lokeren
Valeriy Luchkevych,1400000.0,Standard Liège
Rafidine Abdullah,1200000.0,Waasland-Beveren
Bojan Nastić,1200000.0,Genk
Dino Arslanagić,1100000.0,Antwerp
Florian Tardieu,1100000.0,Zulte-Waregem
Steeven Willems,1000000.0,Sporting Charleroi
Kenny Steppe,825000.0,Sint-Truiden
Marvin Baudry,950000.0,Zulte-Waregem
Davino Verhulst,675000.0,Sporting Lokeren
Stergos Marinos,750000.0,Sporting Charleroi
David Pollet,1100000.0,AS Eupen
Idir Ouali,1000000.0,Kortrijk
Rubenilson dos Santos da Rocha,1000000.0,Kortrijk
Romain Grange,1000000.0,Sporting Charleroi
Michiel Jonckheere,1000000.0,KV Oostende
Erdin Demir,825000.0,Zulte-Waregem
Ivan Tomečak,825000.0,Club Brugge
Stallone Limbombe Ekango,1100000.0,Gent
Goran Milović,825000.0,KV Oostende
Djordje Jovanović,1700000.0,Sporting Lokeren
Alexis Jesse Saelemaekers,1600000.0,Anderlecht
Irvin Cardona,1600000.0,Cercle Brugge
Jean Thierry Lazare Amani,1400000.0,AS Eupen
Wout Felix Lina Faes,1300000.0,KV Oostende
Selim Amallah,1300000.0,Royal Excel Mouscron
Bryan Heynen,1300000.0,Genk
Aurélio Gabriel Ulineia Buta,1100000.0,Antwerp
Omid Nor Afkan,1100000.0,Sporting Charleroi
Casper De Norre,1100000.0,Sint-Truiden
Ali Gholizadeh,1300000.0,Sporting Charleroi
Guillaume Hubert,875000.0,Club Brugge
Tuur Dierckx,1200000.0,Waasland-Beveren
Lucas Frédéric Pirard,875000.0,Sint-Truiden
Mërgim Vojvoda,1000000.0,Royal Excel Mouscron
Michaël Heylen,975000.0,Zulte-Waregem
Mickaël Tirpan,975000.0,Sporting Lokeren
Yohan Alexandre Mady Boli,1200000.0,Sint-Truiden
Noë Dussenne,925000.0,Royal Excel Mouscron
Mehdi Terki,925000.0,Sporting Lokeren
Jordan Rolly Botaka,1100000.0,Sint-Truiden
Julian Michel,1100000.0,Sporting Lokeren
Kévin Hoggas,1100000.0,Cercle Brugge
Gianni Bruno,1100000.0,Cercle Brugge
Mijat Marić,275000.0,Sporting Lokeren
Logan Bailly,525000.0,Royal Excel Mouscron
Christophe Lepoint,525000.0,Kortrijk
Jordan Lotiès,375000.0,AS Eupen
Johan Lædre Bjørdal,525000.0,Zulte-Waregem
Olivier Werner,450000.0,Royal Excel Mouscron
Benjamin Edouardo Lambot,600000.0,Cercle Brugge
Siebe Lieve Blondelle,525000.0,AS Eupen
Ari Freyr Skúlason,575000.0,Sporting Lokeren
Nils Schouterden,875000.0,AS Eupen
Sascha Kotysch,700000.0,Sint-Truiden
Georgios Gkalitsios,575000.0,Royal Excel Mouscron
Héctor Rodas Ramírez,675000.0,Cercle Brugge
Bennard Yao Kumordzi,375000.0,Kortrijk
Kristof D'Haene,700000.0,Kortrijk
Lloyd Palun,675000.0,Cercle Brugge
Francesc Xavier Molina Arias,600000.0,AS Eupen
Florian Raspentino,900000.0,AS Eupen
Dimitri Mohamed,700000.0,Royal Excel Mouscron
Omri Ben-Harush,700000.0,Sporting Lokeren
Edon Zhegrova,1600000.0,Genk
Luka Adžić,1400000.0,Anderlecht
Sebastiaan Bornauw,1200000.0,Anderlecht
Moussa Djenepo,1300000.0,Standard Liège
Dries Wouters,1000000.0,Genk
Diawandou Diagné Niang,900000.0,AS Eupen
Aleksandar Boljević,1000000.0,Waasland-Beveren
関根 貴大,1000000.0,Sint-Truiden
Luan Peres Petroni,875000.0,Club Brugge
Merveille Bopé Bokadi,850000.0,Standard Liège
豊川 雄太,1000000.0,AS Eupen
Rémi Mulumba,975000.0,AS Eupen
Louis Bostyn,700000.0,Zulte-Waregem
Larry Azouni,975000.0,Kortrijk
Samuel Asamoah,850000.0,Sint-Truiden
Milan Massop,825000.0,Waasland-Beveren
Joachim Marc Van Damme,800000.0,Waasland-Beveren
Bruno Godeau,800000.0,Royal Excel Mouscron
Anton Saroka,975000.0,Sporting Lokeren
Dylan De Belder,925000.0,Cercle Brugge
Cristian Ceballos Prieto,925000.0,Sint-Truiden
Sébastien Bruzzese,600000.0,Kortrijk
Parfait Mandanda,625000.0,Sporting Charleroi
Guus Hupperts,900000.0,Sporting Lokeren
Mamadou Fall,900000.0,Sporting Charleroi
Tom De Sutter,600000.0,Sporting Lokeren
Dorian Dervite,600000.0,Sporting Charleroi
Ivan Yagan,775000.0,AS Eupen
Stefano Marzo,625000.0,Sporting Lokeren
Jonathan Christian David,1300000.0,Gent
Francis Apelete Amuzu,1300000.0,Anderlecht
Nordin Jackers,875000.0,Genk
Senna Malik Miangué,850000.0,Standard Liège
Benjamin Van Durmen,825000.0,Royal Excel Mouscron
Fabrice Olinga Essono,900000.0,Royal Excel Mouscron
Joseph Fabrice Ondoa Ebogo,675000.0,KV Oostende
Elton-Ofoi Acolatse,875000.0,Sint-Truiden
Brendan Daniel Hines-Ike,750000.0,Kortrijk
Simen Kristiansen Juklerød,725000.0,Antwerp
Floriano Vanzo,850000.0,Waasland-Beveren
Sindrit Guri,850000.0,KV Oostende
Nicolas Rajsel,800000.0,KV Oostende
Yannick Thoelen,525000.0,Gent
Bryan Verboom,625000.0,Zulte-Waregem
Valtteri Moren,625000.0,Waasland-Beveren
Jovan Stojanović,775000.0,Kortrijk
Réginal Goreux,475000.0,Standard Liège
Jérémy Huyghebaert,475000.0,Royal Excel Mouscron
Johanna Ochieng Omolo,525000.0,Cercle Brugge
Marko Mirić,575000.0,Sporting Lokeren
Christophe Diedhiou,475000.0,Royal Excel Mouscron
Benjamin Delacourt,375000.0,Cercle Brugge
Zinho Vanheusden,1000000.0,Standard Liège
Louis Verstraete,925000.0,Waasland-Beveren
Guévin Tormin,925000.0,Cercle Brugge
Amine Benchaib,925000.0,Sporting Lokeren
Jakub Piotrowski,775000.0,Genk
Bambo Diaby,775000.0,Sporting Lokeren
Henrik Rørvik Bjørdal,825000.0,Zulte-Waregem
Ryan Mmaee Nwambeben Kabir,850000.0,Standard Liège
Yehor Nazaryna,825000.0,Antwerp
Fashion Sakala Junior,850000.0,KV Oostende
Benson Manuel Hedilazio,800000.0,Royal Excel Mouscron
Didier Lamkel Zé,800000.0,Antwerp
Kristal Abazaj,750000.0,Anderlecht
Pol García Tena,625000.0,Sint-Truiden
Jean Butez,550000.0,Royal Excel Mouscron
Aleksandar Vukotić,625000.0,Waasland-Beveren
Rédà Jaadi,725000.0,Antwerp
Alexandre De Bruyn,725000.0,Sint-Truiden
Lucas Rougeaux,575000.0,Kortrijk
Oscar George Threlkeld,575000.0,Waasland-Beveren
Francesco Forte,700000.0,Waasland-Beveren
Isaac Koné,525000.0,Cercle Brugge
Fabien Antunes,525000.0,Sint-Truiden
Tracy Mpati Bibuangu,525000.0,Sporting Lokeren
Mégan Laurent,650000.0,AS Eupen
Andriy Batsula,525000.0,Kortrijk
Stephen Buyl,650000.0,Cercle Brugge
Ofir Davidzada,500000.0,Gent
Brian Vandenbussche,70000.0,Cercle Brugge
Anthony Van Loo,400000.0,Kortrijk
Albert-Mboyo Sambi Lokonga,925000.0,Anderlecht
Vladimir Ionuț Screciu,850000.0,Genk
Adrien Bongiovanni,925000.0,Cercle Brugge
Jesús David Marimón Báez,750000.0,Royal Excel Mouscron
Indy Boonen,850000.0,KV Oostende
冨安 健洋,700000.0,Sint-Truiden
Nathan De Medina,675000.0,Royal Excel Mouscron
Rubin Seigers,675000.0,Genk
Ahmed Touba,675000.0,Club Brugge
Gouné Niangadou,775000.0,Antwerp
Emmanuel Justine Rabby Banda,725000.0,KV Oostende
Aléxandros Katránis,625000.0,Royal Excel Mouscron
Mohammad Naderi,600000.0,Kortrijk
Maximiliano Caufriez,575000.0,Waasland-Beveren
Bob Straetman,675000.0,Sporting Lokeren
Djihad Bizimana,575000.0,Waasland-Beveren
Kingsley Madu,525000.0,Zulte-Waregem
Arno Monsecour,525000.0,Sporting Lokeren
Tobias Frank Salquist Nielsen,525000.0,Waasland-Beveren
Mouhamadou Lamine N'Dao,625000.0,Waasland-Beveren
Wolke Johannes Janssens,625000.0,Sint-Truiden
Petar Golubović,500000.0,Kortrijk
Willy Johnson Semedo Afonso,600000.0,Sporting Charleroi
Paul Fadiala Keita,475000.0,Waasland-Beveren
Thallyson Augusto Tavares Dias,450000.0,Sint-Truiden
Nikola Gulan,350000.0,Royal Excel Mouscron
Karel Van Roose,375000.0,Cercle Brugge
Brandon Baiye,650000.0,Club Brugge
Jens Teunckens,500000.0,Antwerp
Thibault De Smet,550000.0,Gent
Edo Kayembe,625000.0,Anderlecht
Hasan Özkan,600000.0,KV Oostende
Ibrahim Diallo,500000.0,AS Eupen
Kurt Chad Abrahams,575000.0,Sint-Truiden
Frantzdy Pierrot,575000.0,Royal Excel Mouscron
Babacar Niasse Mbaye,400000.0,AS Eupen
Yusuf Lawal,550000.0,Sporting Lokeren
Béni Badibanga Diata,525000.0,Waasland-Beveren
Karlo Lulić,525000.0,Waasland-Beveren
Ibrahima Sory Sankhon,450000.0,Sint-Truiden
Gjoko Zajkov,425000.0,Sporting Charleroi
Mićo Kuzmanović,500000.0,Royal Excel Mouscron
Boy de Jong,350000.0,Anderlecht
François Marquet,475000.0,KV Oostende
Miguel Van Damme,350000.0,Cercle Brugge
Yanis Mbombo Lokwa,500000.0,Royal Excel Mouscron
Duckens Moses Nazon,500000.0,Sint-Truiden
Christophe Vincent,450000.0,Cercle Brugge
Kevin Debaty,275000.0,Waasland-Beveren
Rocky Bushiri Kisonga,575000.0,KV Oostende
Juan Pablo Torres,475000.0,Sporting Lokeren
Amine Khammas,500000.0,Genk
Anderson López,575000.0,Cercle Brugge
Kévin Appin,525000.0,Cercle Brugge
Idrisa Sidi Sambú,525000.0,Royal Excel Mouscron
Gil Van Moerzeke,450000.0,Sporting Lokeren
Samy Mmaee Nwambeben,400000.0,Sint-Truiden
Jur Schryvers,375000.0,Waasland-Beveren
Luka Luković,450000.0,Royal Excel Mouscron
Pierre-Daniel Nguinda,350000.0,Cercle Brugge
Nader Ghandri,350000.0,Antwerp
Zotsara Randriambololona,400000.0,Antwerp
Luca Napoleone,400000.0,Royal Excel Mouscron
Mario Jelavić,400000.0,Royal Excel Mouscron
Aboud Omar Khamis,325000.0,Cercle Brugge
Moussa Diallo,350000.0,AS Eupen
Nicolas Thierry Raskin,500000.0,Gent
Silas Gnaka,425000.0,AS Eupen
Daan Heymans,425000.0,Waasland-Beveren
Laurent Mendy,450000.0,Antwerp
Din Sula,450000.0,Waasland-Beveren
Antoine Rudy Bernier,425000.0,Antwerp
Ahmed Mostafa Taher,400000.0,Gent
Yoann Etienne,325000.0,Cercle Brugge
Urho Nissilä,350000.0,Zulte-Waregem
Marco Bürki,275000.0,Zulte-Waregem
Sebastjan Spahiu,425000.0,Royal Excel Mouscron
Lindon Selahi,375000.0,Standard Liège
Jelle Bataille,350000.0,KV Oostende
Mikael Soisalo,350000.0,Zulte-Waregem
Arnaud Bodart,275000.0,Standard Liège
Tyron Ivanof,325000.0,Kortrijk
Alioune Camara,275000.0,Kortrijk
Alessio Castro-Montes,300000.0,AS Eupen
Pape Cherif Ndiaye,300000.0,Waasland-Beveren
Jari De Busser,250000.0,Gent
Aboubakary Yeli Koita,300000.0,Gent
Medjon Hoxha,275000.0,Kortrijk
Alexis Gamboa,250000.0,Waasland-Beveren
Jean Marco Toualy Dié,300000.0,Kortrijk
Gaël Jean-Pierre Kakudji,250000.0,Antwerp
Robbie D'Haese,275000.0,KV Oostende
Daam Wonnebald Foulon,240000.0,Waasland-Beveren
Franck Irie,275000.0,Cercle Brugge
Thomas De Bie,170000.0,KV Oostende
Eike Bansen,170000.0,Zulte-Waregem
Valentin Baume,150000.0,Sporting Charleroi
Logan Ndenbe,190000.0,KV Oostende
Bill Lathouwers,170000.0,Antwerp
Denzel Jubitana,220000.0,Waasland-Beveren
Souleymane Aw,170000.0,AS Eupen
Jarno De Smet,160000.0,Kortrijk
Babacar Dione,160000.0,Royal Excel Mouscron
Ian Opdenakker,170000.0,Sint-Truiden
Abdul Manaf Nurudeen,140000.0,AS Eupen
Aleksa Damjanac,140000.0,Royal Excel Mouscron
Arne Galens,120000.0,Kortrijk
Nathan Rodes,140000.0,Sporting Charleroi
Maxime Busi,150000.0,Sporting Charleroi
Carlos Manuel Martínez Castro,120000.0,AS Eupen
Davide Bochicchio,80000.0,Sporting Charleroi
Leander Dendoncker,15000000.0,Anderlecht
Francisco Guillermo Ochoa Magaña,7500000.0,Standard Liège
Alejandro Pozuelo Melero,13000000.0,Genk
Serigne Modou Kara Mbodji,10000000.0,Anderlecht
Łukasz Teodorczyk,12500000.0,Anderlecht
Nicolas Lombaerts,6000000.0,KV Oostende
Jordy Clasie,9000000.0,Club Brugge
Lovre Kalinić,7000000.0,Gent
Sofiane Hanni,10500000.0,Anderlecht
Jelle Van Damme,3600000.0,Antwerp
Ruud Willem Vormer,8500000.0,Club Brugge
Stefano Denswil,8500000.0,Club Brugge
Josué Humberto Gonçalves Leal Sá,8500000.0,Anderlecht
Robert Berić,9500000.0,Anderlecht
Adrien Trebel,9000000.0,Anderlecht
Sven Kums,7500000.0,Anderlecht
Jelle Vossen,8000000.0,Club Brugge
Henry Chukwuemeka Onyekuru,11000000.0,Anderlecht
久保 裕也,9000000.0,Gent
Matz Willy Els Sels,6000000.0,Anderlecht
Ruslan Malinovskyi,8500000.0,Genk
Renato Neto Cardoso Porto,8000000.0,Gent
Hans Vanaken,8500000.0,Club Brugge
Nana Akwasi Asare,4900000.0,Gent
Lior Refaelov,6000000.0,Club Brugge
Danijel Milićević,6000000.0,Gent
Moustapha Bayal Sall,4500000.0,Antwerp
Moses Daddy-Ajala Simon,8000000.0,Gent
Nicolae Claudiu Stanciu,7500000.0,Anderlecht
Omar Colley,6500000.0,Genk
Alexander Scholz,6500000.0,Standard Liège
Andy Aryel Najar Rodríguez,6000000.0,Anderlecht
Nikolaos Karelis,7500000.0,Genk
Saulo Igor Decarli,6000000.0,Club Brugge
Paul-José M'Poku Ebunge,7000000.0,Standard Liège
Brecht Dejaegere,6500000.0,Gent
Franko Andrijašević,7000000.0,Gent
Duje Čop,6500000.0,Standard Liège
Ludovic Butelle,2300000.0,Club Brugge
M'Baye Leye,3000000.0,AS Eupen
Benoît Guy Jean Poulain,4400000.0,Club Brugge
Ivan Obradović,4400000.0,Anderlecht
Alexandru Mihăiță Chipciu,5500000.0,Anderlecht
Siebe Schrijvers,6000000.0,Genk
Anthony Limbombe Ekango,5500000.0,Club Brugge
Leandro Trossard,5500000.0,Genk
Thomas Foket,5500000.0,Gent
Samuel Gigot,4700000.0,Gent
Deiver Andrés Machado Mena,4600000.0,Gent
Marvelous Nakamba,4700000.0,Club Brugge
Mamadou Sylla Diallo,5500000.0,Gent
Edmilson Junior Paulo da Silva,5500000.0,Standard Liège
Uroš Spajić,4500000.0,Anderlecht
Mbwana Ally Samatta,5500000.0,Genk
Anderson Esiti,4500000.0,Gent
Kenneth Saief,5500000.0,Gent
Konstantinos Laifis,4500000.0,Standard Liège
Jakub Brabec,4400000.0,Genk
Clinton Mukoni Mata Pedro Lourenço,4300000.0,Genk
Sébastien Dewaest,4200000.0,Genk
Laurens Henry Cristine De Bock,4200000.0,Club Brugge
Dennis Appiah,4100000.0,Anderlecht
Stefan Mitrović,3900000.0,Gent
Timmy Simons,,Club Brugge
Nicolas Penneteau,550000.0,Sporting Charleroi
Jérémy Louis Perbet,3200000.0,Kortrijk
Sébastien Pocognoli,3000000.0,Standard Liège
Franck Berrier,2400000.0,KV Oostende
Onur Kaya,3500000.0,Zulte-Waregem
Sébastien Clovis Siani,3700000.0,KV Oostende
Damien Marcq,3200000.0,Gent
Orlando Carlos Braga de Sá,4000000.0,Standard Liège
Knowledge Musona,4200000.0,KV Oostende
Ivo Tiago dos Santos Rodrigues,4300000.0,Antwerp
Mats Rits,4100000.0,Mechelen
Massimo Bruno,4100000.0,Anderlecht
Brandon Mechele,3400000.0,Club Brugge
Fernando Canesín Matos,3800000.0,KV Oostende
Luis Pedro Cavanda,3100000.0,Standard Liège
Abdoulay Diaby,3700000.0,Club Brugge
Jean-François Gillet,210000.0,Standard Liège
Killian Overmeire,2100000.0,Sporting Lokeren
Frank Boeckx,2000000.0,Anderlecht
Thomas Buffel,1000000.0,Genk
Brian Tømming Hämäläinen,2500000.0,Zulte-Waregem
Timothy Derijck,2300000.0,Zulte-Waregem
Seth De Witte,2400000.0,Mechelen
Hamdi Harbaoui,2500000.0,Anderlecht
Andile Ernest Jali,3200000.0,KV Oostende
Žarko Tomašević,2600000.0,KV Oostende
Sander Gard Bolin Berge,3500000.0,Genk
Ethan Shea Horvath,2800000.0,Club Brugge
Carlos Vinícius Santos de Jesús,3500000.0,Standard Liège
Dorin Rotariu,3500000.0,Royal Excel Mouscron
Uche Henry Agbo,3000000.0,Standard Liège
Dion Johan Cools,3000000.0,Club Brugge
Pieter Gerkens,3200000.0,Anderlecht
